-0.1876725808245276,0
-0.1846514657684901,0.02
-0.1845899587898508,0.04
-0.1861298906654435,0.06
-0.1882314377502048,0.08
-0.1901665874956416,0.1
-0.1915404576374516,0.12
-0.1922760119938589,0.14
-0.1925107353256194,0.16
-0.1924530222083371,0.18
-0.1922984985208448,0.2
-0.1922277699118369,0.22
-0.1923933281008677,0.24
-0.1928186004141308,0.26
-0.1932822564129578,0.28
-0.1933571482104625,0.3
-0.1926597777526349,0.32
-0.1911362527157525,0.34
-0.1891251289818323,0.36
-0.187120758741784,0.38
-0.185438205966545,0.4
-0.1840640941289023,0.42
-0.18278650415112,0.44
-0.1814413175968941,0.46
-0.1800484416568759,0.48
-0.178765728491124,0.5
-0.1777625716954266,0.52
-0.177134446344043,0.54
-0.1768758388812332,0.5600000000000001
-0.1768604676899099,0.58
-0.1768198167525081,0.6
-0.1763810815800836,0.62
-0.1752098057212179,0.64
-0.1732036734422079,0.66
-0.170611063975684,0.68
-0.167981334217401,0.7000000000000001
-0.1659608351274667,0.72
-0.165036223178446,0.74
-0.1653425086298809,0.76
-0.1666147097803424,0.78
-0.1683048695184927,0.8
-0.1698237469629765,0.8200000000000001
-0.1708057965575409,0.84
-0.1712670429053133,0.86
-0.1715644467859611,0.88
-0.1721684193266645,0.9
-0.1733692895281874,0.92
-0.1750826163236409,0.9400000000000001
-0.1768662162598821,0.96
-0.178141380254051,0.98
-0.1784899170859637,1
-0.1778510519595666,1.02
-0.176506373019847,1.04
-0.1748834906344971,1.06
-0.1733278494360278,1.08
-0.1719891852803345,1.1
-0.1708469148333135,1.12
-0.16977597364801,1.14
-0.1685557929169378,1.16
-0.1668436562469854,1.18
-0.1642266471027055,1.2
-0.1604090345621565,1.22
-0.155429676994483,1.24
-0.1497190279247345,1.26
-0.1439159016700456,1.28
-0.1385773320927813,1.3
-0.1340108642498668,1.32
-0.1303286341005117,1.34
-0.1275977109056009,1.36
-0.125879708019236,1.38
-0.1251025192847092,1.4
-0.1249253584971552,1.42
-0.1248032347305858,1.44
-0.124268746254877,1.46
-0.1232179054086025,1.48
-0.1219544581970108,1.5
-0.1209540839208939,1.52
-0.1205535478655936,1.54
-0.1208144938673764,1.56
-0.121624983484378,1.58
-0.1228787369539792,1.6
-0.1245293202174665,1.62
-0.1264784852596158,1.64
-0.1284453248750315,1.66
-0.1299858486767101,1.68
-0.1306812322323318,1.7
-0.1303539125551497,1.72
-0.1291615015818056,1.74
-0.1275426364238924,1.76
-0.1260885422004246,1.78
-0.125382941879132,1.8
-0.1257683363287649,1.82
-0.1270267831369336,1.84
-0.1281403011922072,1.86
-0.1274243329591904,1.88
-0.1231743792705146,1.9
-0.1145573353675341,1.92
-0.1021604411144123,1.94
-0.08774142796987579,1.96
-0.07328484958587764,1.98
-0.06001117098067278,2
-0.04801821536151243,2.02
-0.03670891724686673,2.04
-0.02553643735919207,2.06
-0.01442345916543046,2.08
-0.003604354822293599,2.1
0.006806636209045412,2.12
0.01701762705158786,2.14
0.02732163321859592,2.16
0.03766596999908708,2.18
0.04745219497090097,2.2
0.05575933939128944,2.22
0.06180758617275418,2.24
0.0653144074060346,2.26
0.0665440808859646,2.28
0.06611491632906032,2.3
0.06474982890369198,2.32
0.06308005291746571,2.34
0.06149650717023528,2.36
0.06004451384353971,2.38
0.05844329833977779,2.4
0.05631164161442172,2.42
0.05351276302054869,2.44
0.05034157265276768,2.46
0.04731410208630663,2.48
0.0446446514486205,2.5
0.04185201193220751,2.52
0.03794772895168957,2.54
0.03222016650959032,2.56
0.02507014305829372,2.58
0.01818858904069774,2.6
0.01380619455198603,2.62
0.01346591773197011,2.64
0.01717205857448767,2.66
0.02350849994385253,2.68
0.03060663306706219,2.7
0.03725521804749442,2.72
0.04341748068529628,2.74
0.04991518942503266,2.76
0.05762919907052464,2.78
0.06682237033590623,2.8
0.07699752054391824,2.82
0.08727365521075339,2.84
0.09692426979922686,2.86
0.105676157011579,2.88
0.1136001557085616,2.9
0.1207496992484568,2.92
0.1268904291238304,2.94
0.1315866217213447,2.96
0.134628425741997,2.98
0.1365169097668415,3
0.1386921444639273,3.02
0.1434306245275929,3.04
